CaseID	tm_start	tm_finish	duration	Weight	QFLAG_ChicagoR	xphispan	Orlando	zip	USR	msc	cbsamet	DOV_Q2_2	DOV_Q2_4	Q2_2	Q2_4	Q3_1	Q3	DOV_TRACKAB	DOV_Q5_1	DOV_Q5_4	DOV_Q5_5	DOV_Q5_6a	DOV_Q5_8a	DOV_Q5_8b	DOV_Q5_10	DOV_Q5_21	DOV_Q5_23	DOV_Q5_24	DOV_Q5_27	DOV_Q5_28	DOV_Q5_29	Q5_1	Q5_4	Q5_5	Q5_6a	Q5_8a	Q5_8b	Q5_10	Q5_21	Q5_23	Q5_24	Q5_27	Q5_28	Q5_29	DOV_Immigration	DOV_Woman	DOV_Q7_3	DOV_Q7_4a	DOV_Q7_4b	DOV_Q7_5	DOV_Q7_8a	DOV_Q7_8b	DOV_Q7_9a	DOV_Q7_9b	DOV_Q7_10	DOV_Q7_12	DOV_Q7_19	DOV_Q7_23	DOV_Q7_11b	DOV_Q7_7b	DOV_Q7_30a	DOV_Q7_30b	Q7_3	Q7_4a	Q7_4b	Q7_5	Q7_8a	Q7_8b	Q7_9a	Q7_9b	Q7_10	Q7_12	Q7_19	Q7_23	Q7_11b	Q7_7b	Q7_30a	Q7_30b	DOV_Q8_1	DOV_Q8_2	DOV_Q8_3	DOV_Q8_4	DOV_Q8_5	DOV_Q8_6	DOV_Q8_13	DOV_Q8_14	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q8_6	Q8_13	Q8_14	Q11_NEW	DOV_Q385_EconomicStrength	DOV_Q385_MilitaryStrength	Q385	Q21	DOV_Q40_1	DOV_Q40_3	DOV_Q40_6	DOV_Q40_8	Q40_1	Q40_3	Q40_6	Q40_8	Q15	Q15B	DOV_Q45_3	DOV_Q45_4	DOV_Q45_6	DOV_Q45_11	DOV_Q45_12	DOV_Q45_14	DOV_Q45_15	DOV_Q45_19	DOV_Q45_20	DOV_Q45_26	DOV_Q45_27	DOV_Q45_28	Q45_3	Q45_4	Q45_6	Q45_11	Q45_12	Q45_14	Q45_15	Q45_19	Q45_20	Q45_26	Q45_27	Q45_28	DOV_Q185	DOV_Q185_1	DOV_Q185_4	DOV_Q185_5	DOV_Q185_8	DOV_Q185_9	DOV_Q185_10	DOV_Q185_11	DOV_Q185_12	Q185_1	Q185_4	Q185_5	Q185_8	Q185_9	Q185_10	Q185_11	Q185_12	DOV_Q200615	Q200	Q615	DOV_Q50_1	DOV_Q50_2	DOV_Q50_5	DOV_Q50_6	DOV_Q50_7	DOV_Q50_8	DOV_Q50_9	Q50_1	Q50_2	Q50_5	Q50_6	Q50_7	Q50_8	Q50_9	DOV_Q140_1	DOV_Q140_2	DOV_Q140_7	Q140_1	Q140_2	Q140_7	Q10	DOV_Q71AQ376	Q71a	DOV_Q190_1	DOV_Q190_2	DOV_Q190_3	DOV_Q190_4	DOV_Q190_6	DOV_Q190_7	Q190_1	Q190_2	Q190_3	Q190_4	Q190_6	Q190_7	Q275	DOV_Q281_1	DOV_Q281_2	Q281_1	Q281_2	DOV_282280	Q282	Q266	DOV_Q278b_1	DOV_Q278b_2	DOV_Q278b_3	DOV_Q278b_4	DOV_Q278b_5	DOV_Q278b_6	DOV_Q278b_7	Q278b_1	Q278b_2	Q278b_3	Q278b_4	Q278b_5	Q278b_6	Q278b_7	Q280	Q325A_NEW	Q230	DOV_Q267AQ374	Q267a_1	Q267a_7	Q267a_3	Q267a_4	Q267a_8	Q267a_5b	Q267a_5	DOV_RUSMEX	DOV_Q251B_1	DOV_Q251B_2	DOV_Q251B_3	DOV_Q251B_4	Q251B_1	Q251B_2	Q251B_3	Q251B_4	DOV_Q251A_1	DOV_Q251A_2	DOV_Q251A_3	Q251A_1	Q251A_2	Q251A_3	DOV_Q350B_1	DOV_Q350B_2	Q350B	DOV_Q351B_1	DOV_Q351B_2	Q351B	Q295A	Q295B	Q376	Q336	Q337	DOV_Q350A_1	DOV_Q350A_2	Q350A	DOV_Q351A_1	DOV_Q351A_2	Q351A	Q374_5	Q374_1	Q374_6	Q374_7	Q374_8	Q374_9	Q390	DOV_Q401_1	DOV_Q401_2	DOV_Q401_3	DOV_Q401_4	DOV_Q401_5	Q401_1	Q401_2	Q401_3	Q401_4	Q401_5	Q405A	Q405B	DOV_Q410AB	Q410A	Q410B	DOV_Q1000_1	DOV_Q1000_2	DOV_Q1000_3	DOV_Q1000_4	Q1000	Q1000_OtherText	Q1000B	DOV_Q1001_1	DOV_Q1001_2	DOV_Q1001_3	DOV_Q1001_4	DOV_Q1001_5	DOV_Q1001_6	DOV_Q1001_7	DOV_Q1001_8	Q1001	Q1001_OtherText	Q1005	Q1010	Q1015	Q1020	Q1025	PPP10003	DOV_REL1	Q1065	PPAGE	ppagecat	ppagect4	PPEDUC	PPEDUCAT	PPETHM	PPGENDER	PPHHHEAD	PPHHSIZE	PPHOUSE	PPINCIMP	PPMARIT	PPMSACAT	PPREG4	ppreg9	PPRENT	PPSTATEN	PPT01	PPT1317	PPT18OV	PPT25	PPT612	PPWORK	PPNET
2293	6/24/2016	6/24/2016	19	1.5031	1	1	2	20721	2	3	47900	2	1	2	3	4	1	2	1	1	1	1	0	1	1	0	1	0	1	1	1	2	1	1	1	 	1	1	 	1	 	1	1	1	2	2	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1	2	 	1	 	 	 	1	1	1	1	 	1	1	 	2	1	2	5	8	4	7	3	6	2	2	2	2	2	1	2	2	2	2	1	1	1	1	3	4	2	1	1	1	2	2	2	0	1	1	1	1	0	0	1	1	1	0	0	 	25	50	50	25	 	 	50	25	90	 	 	1	7	4	2	5	6	 	3	1	3	3	2	2	1	 	2	2	2	 	2	7	4	2	5	3	1	6	9	5	10	5	5	10	10	3	1	2	1	1	1	2	2	 	6	1	4	2	5	3	1	1	1	1	1	1	3	2	1	3	3	1	2	2	1	3	2	6	7	4	5	2	2	2	3	3	3	2	 	3	3	1	2	2	2	2	2	2	2	1	 	 	 	 	 	 	 	 	1	2	3	2	2	2	1	2	1	1	2	2	 	3	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	3	3	1	5	2	4	3	3	3	2	3	 	2	2	 	3	1	2	3	4	1	 	 	7	4	1	5	3	6	2	8	3	 	4	2	 	2	 	1	11	2	44	3	2	10	3	2	2	1	3	1	19	1	1	3	5	1	52	0	1	2	0	0	1	1
2294	6/24/2016	6/24/2016	10	0.648	1	1	2	77077	1	1	26420	1	2	2	2	4	1	2	1	1	1	1	0	1	1	1	1	0	0	1	1	3	2	2	3	 	1	2	2	3	 	 	1	3	2	2	1	0	1	1	0	1	0	1	1	0	1	1	1	0	0	1	2	 	2	1	 	2	 	1	2	 	2	1	1	 	 	2	7	3	5	4	2	8	6	1	3	2	2	3	2	2	2	3	2	1	2	1	2	4	3	2	1	2	1	1	2	2	3	1	1	1	1	1	1	0	1	0	0	0	0	50	30	30	50	40	30	 	10	 	 	 	 	2	7	1	4	6	 	3	2	5	3	2	1	2	 	1	1	2	2	 	1	6	2	7	1	3	4	5	7	7	7	4	5	5	4	2	1	3	1	1	1	2	2	 	2	6	1	4	5	3	2	1	1	2	2	1	2	1	2	2	3	1	2	3	2	4	3	6	1	7	5	2	2	3	4	3	3	1	 	3	3	2	 	 	 	 	 	 	 	2	3	1	4	2	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	1	2	1	2	1	2	1	2	2	1	1	1	2	2	-1	2	3	1	4	5	3	4	2	3	3	 	2	2	 	3	1	2	3	4	1	 	 	7	3	6	5	1	4	2	8	1	 	3	2	 	2	 	1	13	1	56	5	3	12	4	1	1	1	3	1	16	1	1	3	7	1	74	0	0	3	0	0	2	1
2295	6/24/2016	6/24/2016	9	0.5368	1	1	2	6107	1	1	25540	1	2	1	1	4	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	2	2	1	2	1	 	 	 	2	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	1	1	2	1	2	 	1	 	1	 	 	 	1	1	1	 	5	8	2	1	7	3	6	4	3	1	2	2	2	1	2	3	2	1	2	1	1	1	4	3	2	1	1	1	2	1	3	1	1	0	1	0	0	1	0	1	1	1	0	30	50	 	80	 	 	35	 	25	90	90	 	1	1	5	3	7	4	 	6	2	1	2	3	2	3	 	1	2	2	 	1	1	6	7	2	4	5	3	10	3	7	6	8	3	4	1	3	2	1	1	1	1	2	 	6	4	3	1	2	5	1	1	1	1	2	1	2	2	1	2	3	2	 	4	6	1	5	4	2	7	3	2	2	2	4	3	3	2	2	3	3	2	 	 	 	 	 	 	 	2	2	4	1	3	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	3	 	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	4	5	2	3	1	1	2	2	2	2	1	 	2	 	3	2	1	3	4	1	 	 	2	1	5	4	7	3	6	8	1	 	1	2	 	1	 	1	1	1	65	6	4	14	4	1	1	1	2	1	19	1	1	1	1	1	16	0	0	2	0	0	1	1
2296	6/24/2016	6/24/2016	11	2.0769	1	1	2	72712	1	1	22220	1	2	4	4	4	1	2	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	2	3	 	 	1	1	2	2	 	2	3	2	2	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	 	2	 	1	 	2	 	1	 	2	2	1	 	1	2	4	1	3	8	6	7	5	1	1	1	2	2	2	3	1	2	1	2	1	1	4	3	2	1	2	2	2	2	3	3	1	1	0	1	0	0	0	0	1	1	1	1	50	50	 	90	 	 	 	 	50	60	30	90	2	2	4	3	5	 	6	1	7	3	3	3	3	 	3	3	3	1	2	 	2	7	3	5	6	1	4	9	8	9	9	9	5	5	3	2	1	1	1	1	1	2	 	2	1	3	4	5	6	1	1	1	1	1	1	2	1	2	2	2	1	1	3	1	7	6	2	3	5	4	2	3	3	-1	2	3	2	 	2	3	1	1	2	1	1	2	1	1	1	 	 	 	 	 	 	 	 	1	2	3	2	2	2	1	2	1	1	2	2	 	3	2	3	3	 	 	 	 	 	 	 	 	 	 	 	 	2	5	2	4	1	3	3	3	3	2	3	 	2	2	 	2	1	2	3	4	3	 	2	5	1	7	6	3	4	2	8	2	 	4	3	 	 	3	4	8	1	43	3	2	6	1	3	2	0	2	1	14	1	1	3	7	1	71	0	0	2	0	0	7	1
2297	6/24/2016	6/24/2016	14	0.648	1	1	2	78006	2	3	41700	1	2	2	3	4	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	2	 	2	 	3	 	1	3	3	2	3	1	2	2	2	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	 	1	2	1	 	2	 	 	2	2	1	1	3	 	 	2	7	4	5	6	1	8	3	2	3	1	2	2	2	2	3	2	1	2	1	2	1	1	3	2	4	2	1	1	2	2	2	0	1	1	1	0	0	1	0	1	1	1	0	 	90	50	50	 	 	40	 	50	80	90	 	2	2	1	3	4	 	6	7	5	2	3	1	2	 	3	2	2	1	2	 	6	2	7	3	1	5	4	9	7	7	5	6	2	2	1	2	3	2	1	1	1	1	2	2	4	5	1	3	6	1	2	1	1	1	1	3	2	1	3	2	2	 	3	5	6	1	2	4	7	3	2	2	2	2	2	3	3	2	2	1	2	 	 	 	 	 	 	 	2	2	1	4	3	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	3	1	2	2	2	1	2	2	2	1	1	1	1	1	4	5	2	1	3	3	4	2	1	3	 	4	2	 	3	2	1	3	4	2	 	 	7	2	1	5	6	3	4	8	4	 	7	1	1	 	 	1	2	2	50	4	3	12	4	1	1	1	5	1	19	1	1	3	7	1	74	0	2	2	0	1	1	1
2298	6/24/2016	6/24/2016	18	0.7204	1	1	2	16801	1	2	44300	1	2	1	1	4	2	2	1	1	1	1	0	1	1	0	1	0	1	1	1	2	1	1	1	 	2	2	 	1	 	1	1	1	2	2	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	1	 	 	1	 	1	 	2	2	 	2	1	2	1	 	2	7	1	5	8	6	4	3	2	3	1	3	3	1	2	3	2	2	2	1	2	1	2	3	1	4	1	1	1	1	2	1	0	0	0	1	1	1	1	1	0	0	1	1	 	 	 	70	50	20	20	20	 	 	60	60	1	1	2	3	6	5	 	4	7	2	3	2	2	3	 	2	3	1	3	 	7	6	3	2	5	4	1	5	5	4	2	6	6	3	1	2	3	1	2	2	2	2	 	5	1	3	2	4	6	2	2	2	2	2	2	3	1	2	2	2	1	1	4	4	5	6	2	7	1	3	1	2	2	2	1	1	1	 	2	1	2	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	2	1	3	2	2	2	2	1	2	2	1	2	 	2	1	2	2	 	 	 	 	 	 	2	1	1	1	1	2	3	4	1	5	3	2	2	4	3	3	2	 	4	1	1	 	2	1	3	4	2	 	 	4	6	7	5	2	1	3	8	2	 	6	1	1	 	 	1	1	2	51	4	3	9	2	1	1	1	4	1	14	1	1	1	2	1	23	0	1	3	0	0	1	1
2299	6/24/2016	6/24/2016	27	1.5228	1	2	2	75217	1	1	19100	1	2	2	2	4	2	2	1	1	1	1	0	0	1	1	1	1	0	1	1	2	2	2	2	 	 	2	2	2	2	 	2	2	2	2	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	2	 	2	2	 	2	 	2	 	2	2	2	2	 	 	2	6	7	1	8	4	3	2	5	2	2	2	2	2	2	2	2	2	2	1	1	2	1	3	2	4	2	2	2	2	3	1	0	1	1	0	0	1	1	1	1	1	0	0	 	50	30	 	 	50	30	50	50	70	 	 	2	7	6	1	5	 	4	2	3	3	3	2	3	 	2	2	2	2	 	2	1	2	5	6	3	7	4	5	1	1	1	1	1	1	2	1	3	2	2	2	1	2	 	6	1	5	3	2	4	1	2	2	1	2	1	2	1	2	2	2	2	 	3	4	1	7	2	3	5	6	2	2	2	2	2	2	2	2	3	3	2	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	3	2	1	1	1	2	1	2	2	1	2	1	 	2	2	3	3	 	 	 	 	 	 	2	1	2	1	2	1	1	1	4	5	3	2	3	3	2	2	3	 	1	2	 	2	1	2	3	4	1	 	 	7	6	4	1	2	5	3	8	1	 	4	2	 	1	 	4	1	2	41	3	2	9	2	4	2	1	4	1	8	1	1	3	7	1	74	0	0	2	1	1	1	1
2300	6/24/2016	6/24/2016	93	0.7439	1	1	2	11429	1	1	35620	1	2	1	2	4	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	3	2	1	 	1	 	1	2	2	2	1	 	1	1	2	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	 	1	1	2	 	1	 	 	2	 	2	1	1	 	1	8	6	4	5	2	1	3	7	2	1	3	2	1	1	2	3	2	1	2	1	1	3	4	1	2	1	1	1	1	3	2	1	1	0	1	1	0	0	1	1	1	0	0	70	100	 	85	60	 	 	15	85	100	 	 	1	3	5	1	4	7	 	6	2	1	2	1	1	3	 	1	3	1	2	 	7	1	2	3	6	5	4	10	8	9	7	6	8	5	2	1	3	1	2	1	1	1	2	3	6	1	4	2	5	1	1	1	1	2	1	1	1	2	-1	-1	2	 	1	5	6	7	1	4	3	2	2	1	1	3	3	3	1	2	2	1	1	2	2	1	1	2	2	2	1	 	 	 	 	 	 	 	 	2	1	3	2	1	2	2	1	1	2	1	2	3	 	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1	1	3	4	2	5	1	1	1	2	1	2	 	1	2	 	2	1	3	4	1	 	 	7	1	3	2	6	5	4	8	1	 	4	2	 	2	 	1	2	1	69	6	4	13	4	2	1	1	2	1	18	1	1	1	2	1	21	0	0	2	0	0	1	1
2301	6/24/2016	6/24/2016	13	1.8864	1	1	2	87108	1	1	10740	2	1	1	1	4	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	2	 	1	1	1	 	1	1	 	2	2	2	1	2	2	0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	 	1	1	1	 	1	1	 	1	2	1	1	 	1	 	 	1	3	6	7	8	2	4	5	1	1	1	1	1	1	1	2	2	1	2	2	1	3	2	4	1	-1	-1	-1	-1	2	2	0	0	0	0	1	1	1	1	1	1	0	1	 	 	 	 	-1	-1	-1	-1	-1	-1	 	-1	1	3	4	1	5	2	 	7	6	-1	-1	-1	-1	-1	 	-1	-1	1	-1	 	1	7	4	6	2	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	3	1	1	-1	1	2	 	5	1	4	6	2	3	2	2	2	2	2	2	3	1	2	2	2	1	1	-1	4	3	6	7	1	5	2	1	2	1	-1	2	1	1	 	-1	-1	1	-1	-1	-1	-1	1	1	1	1	 	 	 	 	 	 	 	 	2	3	1	-1	-1	-1	2	1	-1	1	2	-1	3	 	-1	-1	2	 	 	 	 	 	 	 	 	 	 	 	 	3	2	4	5	3	1	-1	-1	-1	-1	-1	 	4	1	1	 	2	1	3	4	4	Gary Johnson	-1	2	3	7	1	4	6	5	8	8	Gary Johnson	4	-1	 	 	 	3	2	2	27	2	1	9	2	1	1	0	2	3	2	5	1	4	8	2	85	0	0	2	0	0	2	0
2302	6/24/2016	6/24/2016	86	0.6869	1	1	2	75240	1	1	19100	1	2	1	1	4	2	2	1	0	1	1	0	1	1	0	1	1	1	1	1	1	 	1	1	 	1	1	 	1	1	2	1	1	1	2	1	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	 	 	1	 	 	1	1	1	1	 	1	1	 	1	8	1	5	2	7	4	3	6	1	2	1	1	1	1	1	2	1	2	1	1	1	4	2	1	3	1	1	1	2	2	3	1	1	0	1	0	0	1	1	0	1	1	0	50	85	 	70	 	 	70	0	 	70	70	 	2	3	7	5	4	 	1	6	2	3	3	2	2	 	3	2	3	2	 	1	3	7	6	4	2	5	1	10	0	4	5	5	0	10	3	1	2	1	1	1	1	2	 	6	1	3	4	5	2	1	1	2	2	2	2	3	1	2	1	1	2	 	2	7	1	5	4	3	2	6	1	1	1	4	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	3	4	2	2	2	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	1	1	1	2	1	2	1	2	 	 	 	 	 	 	1	2	1	3	5	4	3	2	1	3	2	1	 	1	2	 	1	2	3	4	1	 	 	1	4	3	7	2	5	6	8	1	 	1	2	 	1	 	1	2	1	69	6	4	9	2	1	2	1	3	2	12	1	1	3	7	1	74	0	0	3	0	0	5	1
2303	6/24/2016	6/24/2016	38	0.7488	1	1	2	85737	2	2	46060	1	2	1	2	4	2	2	1	1	1	1	0	1	1	1	1	0	0	1	1	3	2	2	2	 	1	2	3	3	 	 	3	2	2	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	2	 	1	 	2	 	 	1	2	 	1	1	1	2	 	3	1	7	4	5	6	2	8	2	1	2	1	1	1	2	2	2	2	1	2	1	2	1	4	3	1	1	1	2	2	1	0	1	0	1	1	1	1	1	0	0	0	1	 	60	 	86	50	50	50	15	 	 	 	85	1	1	5	3	2	6	 	7	4	3	3	3	2	3	 	2	3	2	 	1	2	5	3	4	1	6	7	10	0	7	5	8	0	0	2	1	3	1	2	1	2	2	 	1	6	4	2	3	5	1	1	1	2	2	2	2	1	2	2	2	2	 	4	5	6	2	1	4	7	3	2	2	4	3	2	3	1	1	2	3	1	2	1	2	2	1	2	2	2	2	1	3	4	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	3	2	1	2	2	1	2	2	 	 	 	 	 	 	3	2	3	4	5	1	2	2	2	2	2	 	4	1	1	 	2	1	3	4	1	 	 	4	7	2	3	6	5	1	8	1	 	2	2	 	1	 	1	11	2	66	6	4	13	4	2	2	1	2	1	12	1	1	4	8	1	86	0	0	2	0	0	5	1
2305	6/24/2016	6/24/2016	18	1.3899	1	8	2	92626	1	1	31080	1	2	2	1	4	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	2	2	1	2	 	 	1	2	2	2	3	 	1	2	2	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	2	2	2	1	 	 	 	 	1	1	2	2	1	 	 	1	4	8	2	6	3	5	7	1	1	3	2	2	1	1	2	3	2	2	1	1	1	2	1	3	4	2	1	1	2	2	1	1	1	1	1	0	0	1	0	0	1	0	1	100	100	50	85	 	 	85	 	 	100	 	85	1	4	1	5	3	7	 	6	2	1	2	3	3	3	 	1	3	2	 	1	5	7	6	2	1	3	4	9	9	8	2	10	7	7	3	1	2	1	1	1	1	1	1	1	3	5	2	4	6	1	1	1	1	1	1	2	1	2	2	2	2	 	4	1	6	5	7	4	2	3	3	2	1	4	2	3	2	2	1	1	2	 	 	 	 	 	 	 	2	4	2	3	1	2	1	2	1	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	4	3	1	5	2	1	1	1	1	1	 	2	2	 	3	1	2	3	4	1	 	 	7	2	3	4	1	6	5	8	3	 	5	2	 	2	 	3	2	1	33	2	2	10	3	4	2	1	2	3	12	1	1	4	9	3	93	0	0	2	0	0	1	1
2306	6/24/2016	6/24/2016	11	1.3769	1	2	2	85323	2	2	38060	1	2	2	2	4	2	2	1	0	1	0	0	1	1	1	1	1	1	1	1	1	 	2	 	 	1	1	2	2	2	1	2	1	2	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	2	2	1	 	 	 	 	1	 	2	2	1	1	2	 	3	5	4	6	2	7	8	1	1	2	2	2	2	2	2	2	1	2	1	2	1	3	1	4	2	2	2	2	2	2	1	1	0	1	0	1	0	1	1	0	0	1	1	100	 	75	 	60	 	60	10	 	 	90	70	2	4	3	5	6	 	2	7	1	2	2	2	3	 	3	1	3	1	2	 	2	5	6	3	4	1	7	8	6	6	5	6	7	4	1	2	3	1	1	1	1	2	 	1	5	2	6	4	3	1	2	1	2	2	1	3	1	2	3	3	1	2	2	5	7	6	1	3	2	4	2	2	2	2	2	2	2	 	2	3	2	 	 	 	 	 	 	 	2	4	1	2	3	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	3	3	1	2	2	2	1	2	2	2	1	1	1	1	1	2	1	5	4	3	2	3	2	2	3	 	1	2	 	3	1	2	3	4	1	 	 	3	4	5	1	6	7	2	8	1	 	6	2	 	1	 	1	1	2	39	3	2	9	2	4	1	1	4	1	3	1	1	4	8	1	86	0	0	2	0	2	7	1
2307	6/24/2016	6/24/2016	36	1.2462	1	1	2	91790	2	2	31080	2	1	1	1	4	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	 	 	1	 	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	 	3	 	 	2	 	1	2	2	 	 	6	4	1	7	3	2	8	5	4	1	2	2	1	1	1	2	2	1	2	2	1	4	1	3	2	1	1	2	2	2	1	0	1	0	1	0	1	1	1	1	1	0	0	 	100	 	75	 	0	20	0	90	75	 	 	1	1	2	6	4	5	 	7	3	2	2	3	2	3	 	2	2	1	2	 	1	6	5	7	3	4	2	9	7	8	1	7	2	5	1	3	2	2	1	1	1	2	 	5	1	2	3	4	6	1	1	1	2	2	1	3	1	2	2	2	2	 	2	3	2	6	7	1	4	5	1	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	4	2	1	3	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	1	3	2	1	1	1	2	2	 	 	 	 	 	 	2	4	2	5	1	3	2	2	2	2	2	4	 	2	 	2	2	1	3	4	3	 	2	4	6	3	1	2	7	5	8	4	 	7	1	1	 	 	1	13	1	19	1	1	10	3	1	1	0	4	1	13	5	1	4	9	1	93	0	1	3	0	0	1	1
2308	6/24/2016	6/24/2016	28	0.5082	1	1	2	92024	2	2	41740	1	2	1	1	4	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	 	2	1	 	 	1	2	1	1	1	2	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	 	1	1	1	 	1	 	 	1	1	1	1	1	 	 	6	5	2	8	7	3	1	4	1	1	3	2	1	1	2	3	1	1	2	1	1	1	3	4	2	1	1	1	1	3	2	0	1	1	1	1	0	0	1	0	1	0	1	 	100	60	85	15	 	 	0	 	100	 	70	2	5	1	2	7	 	3	4	6	3	3	3	2	 	3	3	3	2	 	1	2	7	3	4	1	5	6	10	8	8	6	10	6	5	1	3	2	1	1	1	1	1	2	4	3	1	2	6	5	1	1	1	1	1	1	2	2	1	3	3	1	2	2	1	6	3	7	2	5	4	2	2	2	3	1	1	1	 	1	1	1	1	2	1	1	1	1	1	2	3	2	1	4	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	1	1	1	2	1	2	1	2	 	 	 	 	 	 	1	1	5	4	2	3	2	2	2	2	2	1	 	2	 	3	2	1	3	4	1	 	 	2	5	6	3	1	4	7	8	1	 	3	2	 	2	 	1	2	1	75	7	4	14	4	1	1	1	2	1	15	1	1	4	9	1	93	0	0	2	0	0	7	1
2309	6/24/2016	6/24/2016	15	1.0607	1	1	2	40322	3	5	0	1	2	1	1	4	1	2	1	1	1	1	0	0	1	0	1	1	1	1	1	2	1	1	2	 	 	1	 	1	1	1	1	1	2	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	 	 	 	 	2	1	1	2	1	 	1	1	 	4	1	7	8	6	3	2	5	2	1	2	1	1	1	1	2	2	2	1	1	1	2	1	3	4	1	1	2	2	2	1	0	0	0	1	1	1	1	1	1	0	1	0	 	 	 	40	-1	50	78	50	89	 	99	 	2	1	7	2	6	 	4	3	5	3	2	3	3	 	3	2	3	1	2	 	1	3	5	2	7	4	6	10	-1	9	7	8	9	5	2	1	3	1	1	2	1	1	2	3	6	1	2	4	5	2	2	1	2	2	1	1	1	2	2	3	1	2	3	5	4	6	2	1	7	3	2	2	2	2	2	1	1	 	2	1	2	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	2	1	3	2	2	2	1	2	1	1	2	1	 	2	 	1	2	 	 	 	 	 	 	2	1	1	2	2	2	2	3	5	4	1	2	1	2	1	1	1	 	3	1	2	 	2	1	3	4	3	 	1	1	4	5	2	6	3	7	8	5	 	4	2	 	2	 	1	2	1	64	5	4	10	3	1	2	1	2	1	6	3	0	3	6	1	61	0	0	2	0	0	5	0
2314	6/24/2016	6/24/2016	22	0.6966	1	1	2	65807	1	1	44180	1	2	2	1	4	2	2	1	1	1	1	0	0	1	1	0	1	1	1	1	2	1	2	1	 	 	2	2	 	1	2	1	1	2	2	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	2	1	1	 	 	 	 	2	 	2	2	2	1	1	 	2	8	4	7	5	6	1	2	3	2	2	2	2	2	2	3	3	2	2	1	1	1	3	4	2	1	1	1	1	1	2	2	0	1	1	0	1	0	0	1	1	0	1	1	 	40	40	 	40	 	 	30	30	 	70	40	2	6	3	5	1	 	4	7	2	3	2	2	3	 	3	2	2	2	 	2	2	5	3	7	1	4	6	8	6	7	5	8	6	5	3	1	2	1	2	2	1	2	 	5	6	2	4	3	1	2	2	2	2	2	2	3	2	1	3	3	2	 	4	4	3	2	5	7	6	1	2	2	2	3	3	1	1	2	3	3	1	2	2	2	1	1	1	2	1	 	 	 	 	 	 	 	 	1	3	2	2	2	1	1	2	1	2	1	2	 	2	1	3	1	 	 	 	 	 	 	 	 	 	 	 	 	3	5	4	3	1	2	3	3	3	2	3	 	4	2	 	2	1	2	3	4	2	 	 	1	3	6	7	4	2	5	8	5	 	5	1	2	 	 	1	1	1	49	4	3	10	3	1	1	1	3	1	15	1	1	2	4	1	43	0	0	3	0	0	1	1
